address,is24qa_bezugsfrei_ab,is24qa_etage,is24qa_flaeche,is24qa_kaltmiete,is24qa_nebenkosten,is24qa_zi,lat,lng,url,zip_region_country
"Schönhauser Allee 22,",,2 von 4,61 m²,915 €,,2,"52.53369578193013,",13.413155932080793,https://www.immobilienscout24.de/expose/108575704,"10435 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
"Stralauer Allee 13,",01.02.2019,4 von 6,"97,73 m²",2.700 €,,4,"52.498344993866475,",13.460575659909136,https://www.immobilienscout24.de/expose/107043549,"10245 Berlin, Friedrichshain (Friedrichshain)"
,ab sofort,1 von 4,"95,4 m²",1.500 €,,3,,,https://www.immobilienscout24.de/expose/103951699,10629 Berlin
,ab sofort,3 von 5,140 m²,2.850 €,,3,,,https://www.immobilienscout24.de/expose/107922781,10787 Berlin
"Fasanenstraße 49,",01.01.2019,4 von 5,"103,5 m²",1.600 €,,"3,5","52.495669217584464,",13.32658525874743,https://www.immobilienscout24.de/expose/93511071,"10719 Berlin, Wilmersdorf (Wilmersdorf)"
"Gieselerstraße 13,",01.12.2018,1 von 4,171 m²,1.881 €,,5,"52.49055477420193,",13.318314570505748,https://www.immobilienscout24.de/expose/107442083,"10713 Berlin, Wilmersdorf (Wilmersdorf)"
"Gartenstr. 89,",01.12.2018,2 von 6,55 m²,1.080 €,,2,"52.53245579277624,",13.388558759001038,https://www.immobilienscout24.de/expose/108169574,"10115 Berlin Berlin-Mitte, Mitte (Mitte)"
"Karolinenhofweg 20,",ab sofort,2 von 2,71 m²,950 €,,"3,5","52.39470700932877,",13.628727574414802,https://www.immobilienscout24.de/expose/108567023,"12527 Berlin, Grünau (Köpenick)"
"Lichtburgring 14,",01.12.2018,4 von 4,"81,49 m²",1.507 €,,3,"52.54805978110186,",13.398919239648208,https://www.immobilienscout24.de/expose/108166961,"13355 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
"Wilhelm-Stolze-Straße 18,",07.12.2018,4 von 5,80 m²,1.097 €,,2,"52.52247594176496,",13.446927232510001,https://www.immobilienscout24.de/expose/108708629,"10249 Berlin, Friedrichshain (Friedrichshain)"
"Bayreuther Strasse 36,",18.11.2018,6 von 7,300 m²,9.000 €,,5,"52.50127385443735,",13.343928452945972,https://www.immobilienscout24.de/expose/108177758,"10789 Berlin, Schöneberg (Schöneberg)"
"Knaackstr. 86,",1.12.2018,5 von 5,68 m²,1.260 €,,2,"52.53940971840815,",13.415128154911164,https://www.immobilienscout24.de/expose/108207142,"10435 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
"Johann-Sigismund-Straße 7,",15.01.2019,5 von 5,102 m²,1.850 €,,3,"52.49598222396953,",13.293226645981546,https://www.immobilienscout24.de/expose/94670736,"10711 Berlin Charlottenburg, Wilmersdorf (Wilmersdorf)"
"Büchnerweg 16,",sofort,,"63,87 m²","638,70 €",,2,"52.43659835421118,",13.55637711617476,https://www.immobilienscout24.de/expose/80112313,"12489 Berlin, Adlershof (Treptow)"
"Gabriele-Tergit-Promenade 21,",1.12.2018,4 von 12,"107,6 m²",1.960 €,,3,"52.504191172109806,",13.374525278438783,https://www.immobilienscout24.de/expose/108527687,"10963 Berlin, Tiergarten (Tiergarten)"
,01.12.2018,3 von 4,"96,6 m²","1.545,60 €",,3,,,https://www.immobilienscout24.de/expose/108534883,10715 Berlin
"Alt-Moabit 46,",sofort,5 von 5,121 m²,1.936 €,,3,"52.52438969957373,",13.331475487278906,https://www.immobilienscout24.de/expose/107851843,"10555 Berlin, Tiergarten (Tiergarten)"
"Ehrlichstraße 16,",01.03.2019,,"103,3 m²",1.015 €,,"3,5","52.47986359143213,",13.522175551394998,https://www.immobilienscout24.de/expose/108507726,"10318 Berlin, Karlshorst (Lichtenberg)"
,02.01.2019,,109 m²,1.400 €,,3,,,https://www.immobilienscout24.de/expose/108536751,10119 Berlin
"Markgrafenstraße 28,",sofort,,"132,36 m²","2.047,49 €",,4,"52.50915722598901,",13.394239129282242,https://www.immobilienscout24.de/expose/108247509,"10117 Berlin, Mitte (Mitte)"
"Lindenstraße 28,",01.12.2018,1 von 6,"26,45 m²","552,55 €",,1,"52.45347462301041,",13.56839858446975,https://www.immobilienscout24.de/expose/108100806,"12555 Berlin, Köpenick (Köpenick)"
,01.01.2019,5 von 5,"135,4 m²",1.990 €,,3,,,https://www.immobilienscout24.de/expose/65138109,10781 Berlin-Schöneberg
"Rönnestraße 24,",sofort,3 von 5,"54,94 m²",770 €,,2,"52.50315437871379,",13.291967180698627,https://www.immobilienscout24.de/expose/108661085,"14057 Berlin, Charlottenburg (Charlottenburg)"
,01.03.2019,0 von 3,"164,63 m²",2.100 €,,"4,5",,,https://www.immobilienscout24.de/expose/108212583,14193 Berlin
"Oberwallstraße 13,",1.2.2018,,456 m²,13.500 €,,4,"52.51365614205413,",13.3972390919503,https://www.immobilienscout24.de/expose/102693974,"10117 Berlin, Mitte (Mitte)"
"Jahnstr. 11,",sofort,0 von 3,"100,95 m²",1.300 €,,4,"52.4609366559049,",13.44470746708356,https://www.immobilienscout24.de/expose/108017778,"12347 Berlin, Britz (Neukölln)"
"Alt-Moabit 46,",sofort,5 von 5,"96,5 m²",1.544 €,,3,"52.52438969957373,",13.331475487278906,https://www.immobilienscout24.de/expose/107963469,"10555 Berlin, Tiergarten (Tiergarten)"
"Kirchstraße 4a,",01.01.2019,1 von 3,65 m²,850 €,,2,"52.473178245040955,",13.294308192630256,https://www.immobilienscout24.de/expose/108656765,"14199 Berlin, Schmargendorf (Wilmersdorf)"
"Rückertstraße 15,",sofort,,"83,78 m²","1.292,60 €",,2,"52.5108129326612,",13.303429248070673,https://www.immobilienscout24.de/expose/107736098,"10627 Berlin, Charlottenburg (Charlottenburg)"
,01.01.2019,1,"87,83 m²",1.040 €,,3,,,https://www.immobilienscout24.de/expose/69665764,12205 Berlin
"Caroline- Michaelis- Straße 17,",sofort,,"84,59 m²","1.208,71 €",,2,"52.53511149232222,",13.382006006272197,https://www.immobilienscout24.de/expose/107736080,"10115 Berlin, Mitte (Mitte)"
"Schwedter Straße 78,",ab sofort,2 von 4,77 m²,1.399 €,,3,"52.54723665067801,",13.401268266796363,https://www.immobilienscout24.de/expose/107277020,"10437 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
"Pestalozzistraße 53b,",sofort,5 von 6,"73,04 m²",1.000 €,,2,"52.5081997063739,",13.296447208560549,https://www.immobilienscout24.de/expose/108678249,"10627 Berlin, Charlottenburg (Charlottenburg)"
"Balatonstraße 1/1a,",15.12.2018,,"23,5 m²",540 €,,1,"52.499015585648785,",13.509256892457223,https://www.immobilienscout24.de/expose/104614526,"10319 Berlin, Friedrichsfelde (Lichtenberg)"
"Kommandantenstraße 75,",01.11.2018,7 von 8,"62,86 m²",1.399 €,,2,"52.509176327941724,",13.402065183286853,https://www.immobilienscout24.de/expose/107316756,"10117 Berlin, Mitte (Mitte)"
,01.12.2018,3 von 5,110 m²,1.500 €,,3,,,https://www.immobilienscout24.de/expose/99042666,10715 Berlin
"Erich-Weinert-Straße 53,",ab sofort,0 von 4,60 m²,1.230 €,,2,"52.55035165665864,",13.421747890869497,https://www.immobilienscout24.de/expose/108208458,"10439 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
"Ehrlichstraße 16,",01.03.2019,1 von 4,66 m²,640 €,,2,"52.47986359143213,",13.522175551394998,https://www.immobilienscout24.de/expose/108468176,"10318 Berlin, Karlshorst (Lichtenberg)"
"Pappelalle 4,",ab sofort,5 von 5,135 m²,2.590 €,,3,"52.54160559022228,",13.41331729391568,https://www.immobilienscout24.de/expose/106761112,"10437 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
"Lindenstraße 38,",,1 von 4,"63,57 m²",620 €,,2,"52.45083648047798,",13.571807651405168,https://www.immobilienscout24.de/expose/108504487,"12555 Berlin, Köpenick (Köpenick)"
"Am Märchenbrunnen 7,",01.02.2019,4 von 6,"151,2 m²",2.700 €,,4,"52.529098201420986,",13.426385669507841,https://www.immobilienscout24.de/expose/108578171,"10407 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
"Müggelseedamm 270,",ab sofort,1 von 4,"122,89 m²","2.949,36 €",,3,"52.4475798630596,",13.637359335644037,https://www.immobilienscout24.de/expose/108357384,"12587 Berlin, Friedrichshagen (Köpenick)"
"Scharnhorststraße 25,",sofort,2 von 5,"137,5 m²","1.993,75 €",,4,"52.533875586348515,",13.37026794925934,https://www.immobilienscout24.de/expose/104856122,"10115 Berlin, Mitte (Mitte)"
,sofort,0 von 6,135 m²,2.260 €,,"3,5",,,https://www.immobilienscout24.de/expose/78021800,10785 Berlin
"Müggelseedamm 270,",ab sofort,4 von 4,"55,18 m²","1.379,50 €",,2,"52.4475798630596,",13.637359335644037,https://www.immobilienscout24.de/expose/108356761,"12587 Berlin, Friedrichshagen (Köpenick)"
"Einsteinufer 59,",,1 von 4,45 m²,795 €,,2,"52.51785811800374,",13.320955414499208,https://www.immobilienscout24.de/expose/108638144,"10587 Berlin, Charlottenburg (Charlottenburg)"
"Johann-Sigismund-Str 2,",01.12.2018,3 von 5,213 m²,3.500 €,,6,"52.49703318445042,",13.2938562888722,https://www.immobilienscout24.de/expose/107048909,"10711 Berlin, Wilmersdorf (Wilmersdorf)"
"Tieckstraße 24,",,2 von 4,62 m²,980 €,,2,"52.53001559233863,",13.389977962458882,https://www.immobilienscout24.de/expose/108641675,"10115 Berlin, Mitte (Mitte)"
"Leibnizstrasse 78,",ab sofort,2 von 7,95 m²,1.800 €,,3,"52.5081672469522,",13.313798294649095,https://www.immobilienscout24.de/expose/108181226,"10625 Berlin, Charlottenburg (Charlottenburg)"
"Nuthestraße 78,",,,"54,99 m²",650 €,,2,"52.393464456205734,",13.39527562104159,https://www.immobilienscout24.de/expose/108620826,"12307 Berlin, Lichtenrade (Tempelhof)"
"Lindenstraße 32c,",01.03.2019,6 von 6,157 m²,"1.909,50 €",,3,"52.45199780247767,",13.569567733203902,https://www.immobilienscout24.de/expose/107220390,"12555 Berlin, Köpenick (Köpenick)"
"Röblingstraße 152,",01.01.2019,0 von 4,"86,76 m²",934 €,,2,"52.44970606082893,",13.365487525360198,https://www.immobilienscout24.de/expose/72757526,"12105 Berlin, Tempelhof (Tempelhof)"
"Bornholmerstr. 80,",03.12.2018,2 von 5,113 m²,1.616 €,,4,"52.55373869599597,",13.407057681149482,https://www.immobilienscout24.de/expose/108524403,"10439 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
"Billy- Wilder- Promenade 45,",,1 von 5,33 m²,465 €,,1,"52.41892623303529,",13.28728621566156,https://www.immobilienscout24.de/expose/108646224,"14167 Berlin, Lichterfelde (Steglitz)"
,01.01.2019,1 von 4,86 m²,535 €,,3,,,https://www.immobilienscout24.de/expose/108499013,13595 Berlin
"Bratvogelweg 6,",16.12.2018,2 von 3,"61,14 m²","644,42 €",,2,"52.591788040785175,",13.376376874678696,https://www.immobilienscout24.de/expose/75222571,"13158 Berlin, Rosenthal (Pankow)"
"Soldiner Straße 31,",15.12.2018,4 von 5,"41,75 m²",540 €,,2,"52.559348401746504,",13.384908255462012,https://www.immobilienscout24.de/expose/77192583,"13359 Berlin, Wedding (Wedding)"
"Heidestraße 11B,",April 2019,1 von 6,86 m²,1.287 €,,3,"52.53212518830583,",13.368536231212602,https://www.immobilienscout24.de/expose/108139801,"10557 Berlin, Tiergarten (Tiergarten)"
"Heidestraße 12,",2. Quartal 2019,1 von 7,90 m²,1.271 €,,3,"52.53128457637283,",13.367904996660263,https://www.immobilienscout24.de/expose/106656977,"10557 Berlin, Tiergarten (Tiergarten)"
"Heidestraße 11C,",2. Quartal 2019,,77 m²,1.275 €,,3,"52.53212518830583,",13.368536231212602,https://www.immobilienscout24.de/expose/106657072,"10557 Berlin, Tiergarten (Tiergarten)"
"Marienburger Straße 30,",sofort,,"31,9 m²",650 €,,1,"52.53383894762173,",13.428225907676113,https://www.immobilienscout24.de/expose/108719566,"10405 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
"Sanderstraße 15,",10.12.2018,4 von 5,62 m²,910 €,,2,"52.4924143464358,",13.427205397106764,https://www.immobilienscout24.de/expose/108718844,"12047 Berlin, Neukölln (Neukölln)"
,nach Absprache,0,71 m²,995 €,,2,,,https://www.immobilienscout24.de/expose/99973273,13347 Berlin
"Lydia-Rabinowitsch-Straße 10,",2. Quartal 2019,2 von 5,80 m²,1.230 €,,3,"52.531703644814684,",13.368265423637071,https://www.immobilienscout24.de/expose/107751402,"10557 Berlin, Tiergarten (Tiergarten)"
"Marshallstraße 4B,",01.01.2019,0 von 3,301 m²,6.487 €,,7,"52.452846809618705,",13.26901708564921,https://www.immobilienscout24.de/expose/107664285,"14195 Berlin, Dahlem (Zehlendorf)"
,ab sofort,1 von 3,44 m²,500 €,,2,,,https://www.immobilienscout24.de/expose/103568968,13629 Berlin
"Windscheidstraße 17,",ab sofort,3 von 5,122 m²,1.998 €,,4,"52.505939751537426,",13.299005561049833,https://www.immobilienscout24.de/expose/105978411,"10627 Berlin, Charlottenburg (Charlottenburg)"
"Stargarder Straße 36,",01.01.2019,0 von 5,"147,46 m²",2.100 €,,4,"52.54345520870567,",13.424835699556963,https://www.immobilienscout24.de/expose/91308450,"10437 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
"Schnellerstrasse 61,",ab sofort,,102 m²,1.075 €,,3,"52.45280450477989,",13.524664979344099,https://www.immobilienscout24.de/expose/106257619,"12439 Berlin, Niederschöneweide (Treptow)"
"Wicherststraße 48,",01.01.2019,3 von 6,109 m²,1.962 €,,"4,5","52.54690142732977,",13.425964570681165,https://www.immobilienscout24.de/expose/107933801,"10439 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
,01.12.2018,,151 m²,3.020 €,,4,,,https://www.immobilienscout24.de/expose/108614779,10179 Berlin
,01.12.2018,0 von 4,45 m²,650 €,,1,,,https://www.immobilienscout24.de/expose/108615940,10625 Berlin
"Wendenschloßstraße 334,",ab sofort,2 von 5,90 m²,1.050 €,,3,"52.427061552935854,",13.585158625980595,https://www.immobilienscout24.de/expose/107439339,"12557 Berlin, Köpenick (Köpenick)"
,01.12.2018,2 von 5,66 m²,1.188 €,,2,,,https://www.immobilienscout24.de/expose/108614863,10179 Berlin
"Wustermarker Str. 101,",16.12.2018,2 von 5,"102,83 m²","925,47 €",,4,"52.53844613128114,",13.176197885971106,https://www.immobilienscout24.de/expose/79331203,"13583 Berlin, Spandau (Spandau)"
"Berliner Str. 144,",01/2019,4 von 4,"131,06 m²",1.450 €,,3,"52.486355607392966,",13.325349429724637,https://www.immobilienscout24.de/expose/89964053,"10715 Berlin, Wilmersdorf (Wilmersdorf)"
"Pflugstraße 14,",sofort,2 von 3,"48,51 m²",950 €,,2,"52.5358717367984,",13.379607687823615,https://www.immobilienscout24.de/expose/108716297,"10115 Berlin, Mitte (Mitte)"
"Alfred - Jung - Str 4,",sofort,2 von 4,60 m²,547 €,,2,"52.52068849713214,",13.47739568741006,https://www.immobilienscout24.de/expose/108540216,"10367 Berlin, Lichtenberg (Lichtenberg)"
"Modersohnstraße 66,",sofort,0 von 4,"71,03 m²",709 €,,2,"52.50150865839135,",13.455895416955045,https://www.immobilienscout24.de/expose/108716785,"10245 Berlin, Friedrichshain (Friedrichshain)"
"Im Fischgrund 47,",sofort,2 von 3,"117,22 m²","1.348,03 €",,3,"52.63021787097161,",13.304497276606472,https://www.immobilienscout24.de/expose/108368016,"13465 Berlin, Frohnau (Reinickendorf)"
"Parrisiusstr. 2,",sofort,3 von 4,125 m²,1.250 €,,3,"52.456983735752196,",13.578239422806803,https://www.immobilienscout24.de/expose/107423844,"12555 Berlin, Köpenick (Köpenick)"
"Pfarrer-Theile-Str. 97,",01.01.2019,1,"55,77 m²",650 €,,2,"52.526574967830946,",13.146858785232519,https://www.immobilienscout24.de/expose/108716409,"13591 Berlin, Staaken (Spandau)"
"Kremmener Straße 14,",sofort,3 von 5,"78,26 m²",1.360 €,,3,"52.539372752743844,",13.403717389195092,https://www.immobilienscout24.de/expose/108716428,"10435 Berlin, Mitte (Mitte)"
"Gustav-Adolf-Straße 25,",sofort,2 von 3,99 m²,795 €,,3,"52.5547221079609,",13.43772817719943,https://www.immobilienscout24.de/expose/108249839,"13086 Berlin, Weißensee (Weißensee)"
"Heidestraße 11C,",2. Quartal 2019,5 von 6,94 m²,1.604 €,,3,"52.53212518830583,",13.368536231212602,https://www.immobilienscout24.de/expose/107138723,"10557 Berlin, Tiergarten (Tiergarten)"
"Fichtestraße 21,",sofort,0 von 4,"71,07 m²",1.085 €,,3,"52.48915754809342,",13.413799375177158,https://www.immobilienscout24.de/expose/104366746,"10967 Berlin, Kreuzberg (Kreuzberg)"
"Heidestraße 11B,",2. Quartal 2019,,91 m²,1.367 €,,3,"52.53212518830583,",13.368536231212602,https://www.immobilienscout24.de/expose/106657007,"10557 Berlin, Tiergarten (Tiergarten)"
"Heidestraße 11A,",2. Quartal 2019,5 von 6,116 m²,1.935 €,,4,"52.53212518830583,",13.368536231212602,https://www.immobilienscout24.de/expose/106657246,"10557 Berlin, Tiergarten (Tiergarten)"
"Rathausstraße 78,",01.01.2019,1 von 4,"92,39 m²",724 €,,3,"52.44591792074402,",13.379638939314926,https://www.immobilienscout24.de/expose/73773706,"12105 Berlin, Mariendorf (Tempelhof)"
"Romain-Rolland-Straße 91,",01.12.2018,1 von 5,94 m²,1.210 €,,3,"52.570440175,",13.43743775833535,https://www.immobilienscout24.de/expose/108519170,"13089 Berlin, Heinersdorf (Weißensee)"
"Pappelallee 64,",sofort bzw.nach Vereinbarung,4 von 5,"125,56 m²","1.504,21 €",,3,"52.54559653327334,",13.416837063141061,https://www.immobilienscout24.de/expose/108479906,"10437 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
"Bremer Str. 72/73,",sofort,1 von 6,60 m²,538 €,,2,"52.527355416460935,",13.337515312402502,https://www.immobilienscout24.de/expose/108507618,"10551 Berlin, Tiergarten (Tiergarten)"
"Karlsruher Straße 5,",16.12.2018,3 von 4,"108,4 m²",1.660 €,,"3,5","52.49915712136556,",13.29463864388079,https://www.immobilienscout24.de/expose/108092884,"10711 Berlin, Wilmersdorf (Wilmersdorf)"
"Andreasstraße 20,",sofort,11 von 17,"29,6 m²",755 €,,1,"52.51319990345642,",13.431768340889468,https://www.immobilienscout24.de/expose/107936695,"10243 Berlin, Friedrichshain (Friedrichshain)"
"Oberlandstraße 3,",sofort,,"43,63 m²",770 €,,1,"52.46538670468195,",13.420277949216631,https://www.immobilienscout24.de/expose/107939511,"12099 Berlin, Tempelhof (Tempelhof)"
"Cecilienstraße 195,",ab sofort,2 von 5,"78,71 m²","786,31 €",,3,"52.52681526056603,",13.57611590011064,https://www.immobilienscout24.de/expose/108125397,"12683 Berlin, Biesdorf (Marzahn)"
"Lietzenburger Str. 86,",sofort,1 von 6,"119,91 m²",1.919 €,,4,"52.50001194318266,",13.322655735809604,https://www.immobilienscout24.de/expose/107249016,"10719 Berlin, Charlottenburg (Charlottenburg)"
"Pfarrer-Theile-Str. 99,",01.01.2019,0,"53,79 m²","672,40 €",,2,"52.526574967830946,",13.146858785232519,https://www.immobilienscout24.de/expose/108459337,"13591 Berlin, Staaken (Spandau)"
"Fritz-Kirsch-Zeile 17,",sofort,2 von 3,"40,3 m²",550 €,,1,"52.46884479732764,",13.511095777719014,https://www.immobilienscout24.de/expose/104136895,"12459 Berlin, Oberschöneweide (Köpenick)"
"Erkelenzdamm 11, 13,",sofort,,"154,27 m²",3.000 €,,5,"52.50068174620717,",13.415294659835457,https://www.immobilienscout24.de/expose/108095918,"10999 Berlin, Kreuzberg (Kreuzberg)"
"Braunschweiger Straße 47,",01.12.2018,1 von 5,83 m²,1.300 €,,3,"52.47086880936064,",13.447299694085219,https://www.immobilienscout24.de/expose/108093925,"12055 Berlin, Neukölln (Neukölln)"
"Hallesches Ufer 24,",sofort,7 von 13,"60,96 m²",1.150 €,,3,"52.49860139572624,",13.387795610064444,https://www.immobilienscout24.de/expose/107706523,"10963 Berlin, Kreuzberg (Kreuzberg)"
"Tempelhofer Ufer 5,",sofort,2 von 7,"21,77 m²",780 €,,1,"52.4977612540812,",13.38747861525721,https://www.immobilienscout24.de/expose/107751909,"10963 Berlin, Kreuzberg (Kreuzberg)"
"Wallensteinstraße 62,",sofort,1 von 4,"52,82 m²",720 €,,2,"52.48990003521124,",13.51004761289371,https://www.immobilienscout24.de/expose/107753545,"10318 Berlin, Karlshorst (Lichtenberg)"
"Jahnstraße 60,",01.12.2018,,"54,62 m²",900 €,,2,"52.46084478469542,",13.438916576926431,https://www.immobilienscout24.de/expose/107847647,"12347 Berlin, Britz (Neukölln)"
"Soldiner Straße 38,",sofort,4 von 5,"62,57 m²",930 €,,2,"52.56016376444795,",13.382168327563797,https://www.immobilienscout24.de/expose/108246501,"13359 Berlin, Wedding (Wedding)"
"Jahnstraße 60,",01.12.2018,1 von 5,"58,16 m²",1.000 €,,3,"52.46084478469542,",13.438916576926431,https://www.immobilienscout24.de/expose/108248535,"12347 Berlin, Britz (Neukölln)"
"Ottostr. 11,",ab 01.11.2019,3 von 5,"59,99 m²","568,13 €",,2,"52.52582159276947,",13.334858216763603,https://www.immobilienscout24.de/expose/54883999,"10555 Berlin-Tiergarten, Tiergarten (Tiergarten)"
"Ueckermünder Straße 2,",15.01.2019,5 von 5,"76,04 m²",1.290 €,,2,"52.55318946611189,",13.40187975410141,https://www.immobilienscout24.de/expose/108410802,"10439 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
